LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,LapTimeSec,Sector1Sec,Sector2Sec,Sector3Sec,Driver,Year,GP
1.0,0 days 00:01:39.019000,,0 days 00:00:42.414000,0 days 00:00:23.842000,SOFT,4.0,99.019,,42.414,23.842,VER,2023,Bahrain
2.0,0 days 00:01:37.974000,0 days 00:00:31.342000,0 days 00:00:42.504000,0 days 00:00:24.128000,SOFT,5.0,97.974,31.342,42.504,24.128,VER,2023,Bahrain
3.0,0 days 00:01:38.006000,0 days 00:00:31.388000,0 days 00:00:42.469000,0 days 00:00:24.149000,SOFT,6.0,98.006,31.388,42.469,24.149,VER,2023,Bahrain
4.0,0 days 00:01:37.976000,0 days 00:00:31.271000,0 days 00:00:42.642000,0 days 00:00:24.063000,SOFT,7.0,97.976,31.271,42.642,24.063,VER,2023,Bahrain
5.0,0 days 00:01:38.035000,0 days 00:00:31.244000,0 days 00:00:42.724000,0 days 00:00:24.067000,SOFT,8.0,98.035,31.244,42.724,24.067,VER,2023,Bahrain
6.0,0 days 00:01:37.986000,0 days 00:00:31.341000,0 days 00:00:42.632000,0 days 00:00:24.013000,SOFT,9.0,97.986,31.341,42.632,24.013,VER,2023,Bahrain
7.0,0 days 00:01:38.021000,0 days 00:00:31.290000,0 days 00:00:42.763000,0 days 00:00:23.968000,SOFT,10.0,98.021,31.29,42.763,23.968,VER,2023,Bahrain
8.0,0 days 00:01:38.154000,0 days 00:00:31.291000,0 days 00:00:42.833000,0 days 00:00:24.030000,SOFT,11.0,98.154,31.291,42.833,24.03,VER,2023,Bahrain
9.0,0 days 00:01:38.278000,0 days 00:00:31.336000,0 days 00:00:42.823000,0 days 00:00:24.119000,SOFT,12.0,98.278,31.336,42.823,24.119,VER,2023,Bahrain
10.0,0 days 00:01:38.369000,0 days 00:00:31.361000,0 days 00:00:42.884000,0 days 00:00:24.124000,SOFT,13.0,98.369,31.361,42.884,24.124,VER,2023,Bahrain
11.0,0 days 00:01:38.483000,0 days 00:00:31.342000,0 days 00:00:42.978000,0 days 00:00:24.163000,SOFT,14.0,98.483,31.342,42.978,24.163,VER,2023,Bahrain
12.0,0 days 00:01:38.591000,0 days 00:00:31.408000,0 days 00:00:42.951000,0 days 00:00:24.232000,SOFT,15.0,98.591,31.408,42.951,24.232,VER,2023,Bahrain
13.0,0 days 00:01:38.482000,0 days 00:00:31.389000,0 days 00:00:42.907000,0 days 00:00:24.186000,SOFT,16.0,98.482,31.389,42.907,24.186,VER,2023,Bahrain
14.0,0 days 00:01:41.295000,0 days 00:00:31.427000,0 days 00:00:42.876000,0 days 00:00:26.992000,SOFT,17.0,101.295,31.427,42.876,26.992,VER,2023,Bahrain
16.0,0 days 00:01:37.801000,0 days 00:00:31.209000,0 days 00:00:42.711000,0 days 00:00:23.881000,SOFT,2.0,97.801,31.209,42.711,23.881,VER,2023,Bahrain
17.0,0 days 00:01:37.648000,0 days 00:00:31.170000,0 days 00:00:42.623000,0 days 00:00:23.855000,SOFT,3.0,97.648,31.17,42.623,23.855,VER,2023,Bahrain
18.0,0 days 00:01:37.614000,0 days 00:00:31.211000,0 days 00:00:42.569000,0 days 00:00:23.834000,SOFT,4.0,97.614,31.211,42.569,23.834,VER,2023,Bahrain
19.0,0 days 00:01:37.712000,0 days 00:00:31.243000,0 days 00:00:42.608000,0 days 00:00:23.861000,SOFT,5.0,97.712,31.243,42.608,23.861,VER,2023,Bahrain
20.0,0 days 00:01:37.788000,0 days 00:00:31.186000,0 days 00:00:42.766000,0 days 00:00:23.836000,SOFT,6.0,97.788,31.186,42.766,23.836,VER,2023,Bahrain
21.0,0 days 00:01:37.582000,0 days 00:00:31.168000,0 days 00:00:42.572000,0 days 00:00:23.842000,SOFT,7.0,97.582,31.168,42.572,23.842,VER,2023,Bahrain
22.0,0 days 00:01:37.651000,0 days 00:00:31.224000,0 days 00:00:42.548000,0 days 00:00:23.879000,SOFT,8.0,97.651,31.224,42.548,23.879,VER,2023,Bahrain
23.0,0 days 00:01:37.552000,0 days 00:00:31.153000,0 days 00:00:42.514000,0 days 00:00:23.885000,SOFT,9.0,97.552,31.153,42.514,23.885,VER,2023,Bahrain
24.0,0 days 00:01:37.387000,0 days 00:00:31.145000,0 days 00:00:42.398000,0 days 00:00:23.844000,SOFT,10.0,97.387,31.145,42.398,23.844,VER,2023,Bahrain
25.0,0 days 00:01:37.372000,0 days 00:00:31.145000,0 days 00:00:42.344000,0 days 00:00:23.883000,SOFT,11.0,97.372,31.145,42.344,23.883,VER,2023,Bahrain
26.0,0 days 00:01:37.682000,0 days 00:00:31.213000,0 days 00:00:42.533000,0 days 00:00:23.936000,SOFT,12.0,97.682,31.213,42.533,23.936,VER,2023,Bahrain
27.0,0 days 00:01:37.379000,0 days 00:00:31.079000,0 days 00:00:42.349000,0 days 00:00:23.951000,SOFT,13.0,97.379,31.079,42.349,23.951,VER,2023,Bahrain
28.0,0 days 00:01:37.651000,0 days 00:00:31.112000,0 days 00:00:42.554000,0 days 00:00:23.985000,SOFT,14.0,97.651,31.112,42.554,23.985,VER,2023,Bahrain
29.0,0 days 00:01:37.571000,0 days 00:00:31.045000,0 days 00:00:42.533000,0 days 00:00:23.993000,SOFT,15.0,97.571,31.045,42.533,23.993,VER,2023,Bahrain
30.0,0 days 00:01:37.549000,0 days 00:00:31.185000,0 days 00:00:42.443000,0 days 00:00:23.921000,SOFT,16.0,97.549,31.185,42.443,23.921,VER,2023,Bahrain
31.0,0 days 00:01:37.431000,0 days 00:00:31.040000,0 days 00:00:42.464000,0 days 00:00:23.927000,SOFT,17.0,97.431,31.04,42.464,23.927,VER,2023,Bahrain
32.0,0 days 00:01:37.691000,0 days 00:00:31.139000,0 days 00:00:42.523000,0 days 00:00:24.029000,SOFT,18.0,97.691,31.139,42.523,24.029,VER,2023,Bahrain
33.0,0 days 00:01:37.686000,0 days 00:00:31.112000,0 days 00:00:42.505000,0 days 00:00:24.069000,SOFT,19.0,97.686,31.112,42.505,24.069,VER,2023,Bahrain
34.0,0 days 00:01:37.839000,0 days 00:00:31.129000,0 days 00:00:42.615000,0 days 00:00:24.095000,SOFT,20.0,97.839,31.129,42.615,24.095,VER,2023,Bahrain
35.0,0 days 00:01:37.850000,0 days 00:00:31.211000,0 days 00:00:42.500000,0 days 00:00:24.139000,SOFT,21.0,97.85,31.211,42.5,24.139,VER,2023,Bahrain
36.0,0 days 00:01:40.964000,0 days 00:00:31.350000,0 days 00:00:42.582000,0 days 00:00:27.032000,SOFT,22.0,100.964,31.35,42.582,27.032,VER,2023,Bahrain
38.0,0 days 00:01:36.297000,0 days 00:00:31.034000,0 days 00:00:41.772000,0 days 00:00:23.491000,HARD,2.0,96.297,31.034,41.772,23.491,VER,2023,Bahrain
39.0,0 days 00:01:36.446000,0 days 00:00:30.818000,0 days 00:00:42.125000,0 days 00:00:23.503000,HARD,3.0,96.446,30.818,42.125,23.503,VER,2023,Bahrain
40.0,0 days 00:01:36.942000,0 days 00:00:31.175000,0 days 00:00:42.247000,0 days 00:00:23.520000,HARD,4.0,96.942,31.175,42.247,23.52,VER,2023,Bahrain
43.0,0 days 00:01:36.890000,0 days 00:00:31.130000,0 days 00:00:42.295000,0 days 00:00:23.465000,HARD,7.0,96.89,31.13,42.295,23.465,VER,2023,Bahrain
44.0,0 days 00:01:36.236000,0 days 00:00:30.783000,0 days 00:00:42.005000,0 days 00:00:23.448000,HARD,8.0,96.236,30.783,42.005,23.448,VER,2023,Bahrain
45.0,0 days 00:01:37.015000,0 days 00:00:31.079000,0 days 00:00:42.221000,0 days 00:00:23.715000,HARD,9.0,97.015,31.079,42.221,23.715,VER,2023,Bahrain
46.0,0 days 00:01:36.701000,0 days 00:00:31.030000,0 days 00:00:42.003000,0 days 00:00:23.668000,HARD,10.0,96.701,31.03,42.003,23.668,VER,2023,Bahrain
47.0,0 days 00:01:37.009000,0 days 00:00:31.094000,0 days 00:00:42.205000,0 days 00:00:23.710000,HARD,11.0,97.009,31.094,42.205,23.71,VER,2023,Bahrain
48.0,0 days 00:01:36.918000,0 days 00:00:31.010000,0 days 00:00:42.199000,0 days 00:00:23.709000,HARD,12.0,96.918,31.01,42.199,23.709,VER,2023,Bahrain
49.0,0 days 00:01:36.962000,0 days 00:00:31.124000,0 days 00:00:42.026000,0 days 00:00:23.812000,HARD,13.0,96.962,31.124,42.026,23.812,VER,2023,Bahrain
50.0,0 days 00:01:37.250000,0 days 00:00:31.070000,0 days 00:00:42.375000,0 days 00:00:23.805000,HARD,14.0,97.25,31.07,42.375,23.805,VER,2023,Bahrain
51.0,0 days 00:01:37.427000,0 days 00:00:31.154000,0 days 00:00:42.202000,0 days 00:00:24.071000,HARD,15.0,97.427,31.154,42.202,24.071,VER,2023,Bahrain
52.0,0 days 00:01:36.919000,0 days 00:00:31.033000,0 days 00:00:42.133000,0 days 00:00:23.753000,HARD,16.0,96.919,31.033,42.133,23.753,VER,2023,Bahrain
53.0,0 days 00:01:36.890000,0 days 00:00:30.906000,0 days 00:00:42.217000,0 days 00:00:23.767000,HARD,17.0,96.89,30.906,42.217,23.767,VER,2023,Bahrain
54.0,0 days 00:01:36.678000,0 days 00:00:30.988000,0 days 00:00:41.938000,0 days 00:00:23.752000,HARD,18.0,96.678,30.988,41.938,23.752,VER,2023,Bahrain
55.0,0 days 00:01:36.322000,0 days 00:00:30.964000,0 days 00:00:41.747000,0 days 00:00:23.611000,HARD,19.0,96.322,30.964,41.747,23.611,VER,2023,Bahrain
56.0,0 days 00:01:37.205000,0 days 00:00:31.091000,0 days 00:00:42.270000,0 days 00:00:23.844000,HARD,20.0,97.205,31.091,42.27,23.844,VER,2023,Bahrain
57.0,0 days 00:01:36.373000,0 days 00:00:30.960000,0 days 00:00:41.763000,0 days 00:00:23.650000,HARD,21.0,96.373,30.96,41.763,23.65,VER,2023,Bahrain
1.0,0 days 00:01:40.230000,,0 days 00:00:42.549000,0 days 00:00:24.122000,SOFT,1.0,100.23,,42.549,24.122,LEC,2023,Bahrain
2.0,0 days 00:01:38.750000,0 days 00:00:31.407000,0 days 00:00:43.127000,0 days 00:00:24.216000,SOFT,2.0,98.75,31.407,43.127,24.216,LEC,2023,Bahrain
3.0,0 days 00:01:38.658000,0 days 00:00:31.238000,0 days 00:00:43.103000,0 days 00:00:24.317000,SOFT,3.0,98.658,31.238,43.103,24.317,LEC,2023,Bahrain
4.0,0 days 00:01:38.825000,0 days 00:00:31.402000,0 days 00:00:43.150000,0 days 00:00:24.273000,SOFT,4.0,98.825,31.402,43.15,24.273,LEC,2023,Bahrain
5.0,0 days 00:01:38.664000,0 days 00:00:31.543000,0 days 00:00:42.943000,0 days 00:00:24.178000,SOFT,5.0,98.664,31.543,42.943,24.178,LEC,2023,Bahrain
6.0,0 days 00:01:38.572000,0 days 00:00:31.444000,0 days 00:00:43.037000,0 days 00:00:24.091000,SOFT,6.0,98.572,31.444,43.037,24.091,LEC,2023,Bahrain
7.0,0 days 00:01:38.691000,0 days 00:00:31.441000,0 days 00:00:43.080000,0 days 00:00:24.170000,SOFT,7.0,98.691,31.441,43.08,24.17,LEC,2023,Bahrain
8.0,0 days 00:01:38.614000,0 days 00:00:31.438000,0 days 00:00:42.977000,0 days 00:00:24.199000,SOFT,8.0,98.614,31.438,42.977,24.199,LEC,2023,Bahrain
9.0,0 days 00:01:38.828000,0 days 00:00:31.503000,0 days 00:00:43.090000,0 days 00:00:24.235000,SOFT,9.0,98.828,31.503,43.09,24.235,LEC,2023,Bahrain
10.0,0 days 00:01:39.073000,0 days 00:00:31.510000,0 days 00:00:43.274000,0 days 00:00:24.289000,SOFT,10.0,99.073,31.51,43.274,24.289,LEC,2023,Bahrain
11.0,0 days 00:01:39.212000,0 days 00:00:31.556000,0 days 00:00:43.280000,0 days 00:00:24.376000,SOFT,11.0,99.212,31.556,43.28,24.376,LEC,2023,Bahrain
12.0,0 days 00:01:39.489000,0 days 00:00:31.597000,0 days 00:00:43.406000,0 days 00:00:24.486000,SOFT,12.0,99.489,31.597,43.406,24.486,LEC,2023,Bahrain
13.0,0 days 00:01:42.068000,0 days 00:00:31.703000,0 days 00:00:43.481000,0 days 00:00:26.884000,SOFT,13.0,102.068,31.703,43.481,26.884,LEC,2023,Bahrain
15.0,0 days 00:01:38.477000,0 days 00:00:31.261000,0 days 00:00:43.184000,0 days 00:00:24.032000,HARD,2.0,98.477,31.261,43.184,24.032,LEC,2023,Bahrain
16.0,0 days 00:01:37.953000,0 days 00:00:30.859000,0 days 00:00:42.965000,0 days 00:00:24.129000,HARD,3.0,97.953,30.859,42.965,24.129,LEC,2023,Bahrain
17.0,0 days 00:01:38.031000,0 days 00:00:31.312000,0 days 00:00:42.722000,0 days 00:00:23.997000,HARD,4.0,98.031,31.312,42.722,23.997,LEC,2023,Bahrain
18.0,0 days 00:01:37.798000,0 days 00:00:31.207000,0 days 00:00:42.696000,0 days 00:00:23.895000,HARD,5.0,97.798,31.207,42.696,23.895,LEC,2023,Bahrain
19.0,0 days 00:01:37.858000,0 days 00:00:31.149000,0 days 00:00:42.743000,0 days 00:00:23.966000,HARD,6.0,97.858,31.149,42.743,23.966,LEC,2023,Bahrain
20.0,0 days 00:01:37.631000,0 days 00:00:31.166000,0 days 00:00:42.561000,0 days 00:00:23.904000,HARD,7.0,97.631,31.166,42.561,23.904,LEC,2023,Bahrain
21.0,0 days 00:01:37.753000,0 days 00:00:31.114000,0 days 00:00:42.726000,0 days 00:00:23.913000,HARD,8.0,97.753,31.114,42.726,23.913,LEC,2023,Bahrain
22.0,0 days 00:01:38.162000,0 days 00:00:31.499000,0 days 00:00:42.618000,0 days 00:00:24.045000,HARD,9.0,98.162,31.499,42.618,24.045,LEC,2023,Bahrain
23.0,0 days 00:01:38.054000,0 days 00:00:31.209000,0 days 00:00:42.950000,0 days 00:00:23.895000,HARD,10.0,98.054,31.209,42.95,23.895,LEC,2023,Bahrain
24.0,0 days 00:01:37.972000,0 days 00:00:31.197000,0 days 00:00:42.742000,0 days 00:00:24.033000,HARD,11.0,97.972,31.197,42.742,24.033,LEC,2023,Bahrain
25.0,0 days 00:01:38.541000,0 days 00:00:31.344000,0 days 00:00:43.046000,0 days 00:00:24.151000,HARD,12.0,98.541,31.344,43.046,24.151,LEC,2023,Bahrain
26.0,0 days 00:01:39.668000,0 days 00:00:32.247000,0 days 00:00:43.143000,0 days 00:00:24.278000,HARD,13.0,99.668,32.247,43.143,24.278,LEC,2023,Bahrain
27.0,0 days 00:01:38.814000,0 days 00:00:31.412000,0 days 00:00:43.168000,0 days 00:00:24.234000,HARD,14.0,98.814,31.412,43.168,24.234,LEC,2023,Bahrain
28.0,0 days 00:01:38.618000,0 days 00:00:31.382000,0 days 00:00:43.081000,0 days 00:00:24.155000,HARD,15.0,98.618,31.382,43.081,24.155,LEC,2023,Bahrain
29.0,0 days 00:01:38.447000,0 days 00:00:31.394000,0 days 00:00:42.964000,0 days 00:00:24.089000,HARD,16.0,98.447,31.394,42.964,24.089,LEC,2023,Bahrain
30.0,0 days 00:01:38.390000,0 days 00:00:31.339000,0 days 00:00:42.887000,0 days 00:00:24.164000,HARD,17.0,98.39,31.339,42.887,24.164,LEC,2023,Bahrain
31.0,0 days 00:01:38.746000,0 days 00:00:31.444000,0 days 00:00:43.121000,0 days 00:00:24.181000,HARD,18.0,98.746,31.444,43.121,24.181,LEC,2023,Bahrain
32.0,0 days 00:01:38.948000,0 days 00:00:31.506000,0 days 00:00:43.272000,0 days 00:00:24.170000,HARD,19.0,98.948,31.506,43.272,24.17,LEC,2023,Bahrain
33.0,0 days 00:01:41.323000,0 days 00:00:31.464000,0 days 00:00:43.248000,0 days 00:00:26.611000,HARD,20.0,101.323,31.464,43.248,26.611,LEC,2023,Bahrain
35.0,0 days 00:01:38.073000,0 days 00:00:31.528000,0 days 00:00:42.729000,0 days 00:00:23.816000,HARD,2.0,98.073,31.528,42.729,23.816,LEC,2023,Bahrain
36.0,0 days 00:01:37.313000,0 days 00:00:31.070000,0 days 00:00:42.615000,0 days 00:00:23.628000,HARD,3.0,97.313,31.07,42.615,23.628,LEC,2023,Bahrain
37.0,0 days 00:01:37.170000,0 days 00:00:31.070000,0 days 00:00:42.385000,0 days 00:00:23.715000,HARD,4.0,97.17,31.07,42.385,23.715,LEC,2023,Bahrain
38.0,0 days 00:01:37.170000,0 days 00:00:31.091000,0 days 00:00:42.444000,0 days 00:00:23.635000,HARD,5.0,97.17,31.091,42.444,23.635,LEC,2023,Bahrain
39.0,0 days 00:01:37.287000,0 days 00:00:31.103000,0 days 00:00:42.564000,0 days 00:00:23.620000,HARD,6.0,97.287,31.103,42.564,23.62,LEC,2023,Bahrain
1.0,0 days 00:01:42.288000,,0 days 00:00:43.494000,0 days 00:00:24.338000,SOFT,4.0,102.288,,43.494,24.338,HAM,2023,Bahrain
2.0,0 days 00:01:39.166000,0 days 00:00:31.408000,0 days 00:00:43.352000,0 days 00:00:24.406000,SOFT,5.0,99.166,31.408,43.352,24.406,HAM,2023,Bahrain
3.0,0 days 00:01:39.220000,0 days 00:00:31.298000,0 days 00:00:43.499000,0 days 00:00:24.423000,SOFT,6.0,99.22,31.298,43.499,24.423,HAM,2023,Bahrain
4.0,0 days 00:01:39.198000,0 days 00:00:31.315000,0 days 00:00:43.446000,0 days 00:00:24.437000,SOFT,7.0,99.198,31.315,43.446,24.437,HAM,2023,Bahrain
5.0,0 days 00:01:39.335000,0 days 00:00:31.350000,0 days 00:00:43.508000,0 days 00:00:24.477000,SOFT,8.0,99.335,31.35,43.508,24.477,HAM,2023,Bahrain
6.0,0 days 00:01:39.756000,0 days 00:00:31.434000,0 days 00:00:43.751000,0 days 00:00:24.571000,SOFT,9.0,99.756,31.434,43.751,24.571,HAM,2023,Bahrain
7.0,0 days 00:01:39.757000,0 days 00:00:31.480000,0 days 00:00:43.664000,0 days 00:00:24.613000,SOFT,10.0,99.757,31.48,43.664,24.613,HAM,2023,Bahrain
8.0,0 days 00:01:40.267000,0 days 00:00:31.718000,0 days 00:00:43.820000,0 days 00:00:24.729000,SOFT,11.0,100.267,31.718,43.82,24.729,HAM,2023,Bahrain
9.0,0 days 00:01:40.323000,0 days 00:00:31.893000,0 days 00:00:43.776000,0 days 00:00:24.654000,SOFT,12.0,100.323,31.893,43.776,24.654,HAM,2023,Bahrain
10.0,0 days 00:01:40.289000,0 days 00:00:31.649000,0 days 00:00:43.985000,0 days 00:00:24.655000,SOFT,13.0,100.289,31.649,43.985,24.655,HAM,2023,Bahrain
11.0,0 days 00:01:40.752000,0 days 00:00:31.823000,0 days 00:00:44.205000,0 days 00:00:24.724000,SOFT,14.0,100.752,31.823,44.205,24.724,HAM,2023,Bahrain
14.0,0 days 00:01:38.308000,0 days 00:00:30.783000,0 days 00:00:43.351000,0 days 00:00:24.174000,HARD,2.0,98.308,30.783,43.351,24.174,HAM,2023,Bahrain
15.0,0 days 00:01:38.527000,0 days 00:00:31.230000,0 days 00:00:43.259000,0 days 00:00:24.038000,HARD,3.0,98.527,31.23,43.259,24.038,HAM,2023,Bahrain
16.0,0 days 00:01:38.617000,0 days 00:00:31.162000,0 days 00:00:43.414000,0 days 00:00:24.041000,HARD,4.0,98.617,31.162,43.414,24.041,HAM,2023,Bahrain
17.0,0 days 00:01:38.704000,0 days 00:00:31.160000,0 days 00:00:43.372000,0 days 00:00:24.172000,HARD,5.0,98.704,31.16,43.372,24.172,HAM,2023,Bahrain
18.0,0 days 00:01:38.690000,0 days 00:00:31.263000,0 days 00:00:43.262000,0 days 00:00:24.165000,HARD,6.0,98.69,31.263,43.262,24.165,HAM,2023,Bahrain
19.0,0 days 00:01:38.684000,0 days 00:00:31.294000,0 days 00:00:43.297000,0 days 00:00:24.093000,HARD,7.0,98.684,31.294,43.297,24.093,HAM,2023,Bahrain
20.0,0 days 00:01:38.478000,0 days 00:00:31.163000,0 days 00:00:43.227000,0 days 00:00:24.088000,HARD,8.0,98.478,31.163,43.227,24.088,HAM,2023,Bahrain
21.0,0 days 00:01:38.581000,0 days 00:00:31.151000,0 days 00:00:43.350000,0 days 00:00:24.080000,HARD,9.0,98.581,31.151,43.35,24.08,HAM,2023,Bahrain
22.0,0 days 00:01:38.460000,0 days 00:00:31.336000,0 days 00:00:43.109000,0 days 00:00:24.015000,HARD,10.0,98.46,31.336,43.109,24.015,HAM,2023,Bahrain
23.0,0 days 00:01:38.384000,0 days 00:00:31.164000,0 days 00:00:43.210000,0 days 00:00:24.010000,HARD,11.0,98.384,31.164,43.21,24.01,HAM,2023,Bahrain
24.0,0 days 00:01:38.367000,0 days 00:00:31.202000,0 days 00:00:43.079000,0 days 00:00:24.086000,HARD,12.0,98.367,31.202,43.079,24.086,HAM,2023,Bahrain
25.0,0 days 00:01:38.290000,0 days 00:00:31.209000,0 days 00:00:42.970000,0 days 00:00:24.111000,HARD,13.0,98.29,31.209,42.97,24.111,HAM,2023,Bahrain
26.0,0 days 00:01:38.339000,0 days 00:00:31.345000,0 days 00:00:42.890000,0 days 00:00:24.104000,HARD,14.0,98.339,31.345,42.89,24.104,HAM,2023,Bahrain
27.0,0 days 00:01:38.369000,0 days 00:00:31.379000,0 days 00:00:42.864000,0 days 00:00:24.126000,HARD,15.0,98.369,31.379,42.864,24.126,HAM,2023,Bahrain
28.0,0 days 00:01:38.265000,0 days 00:00:31.232000,0 days 00:00:42.845000,0 days 00:00:24.188000,HARD,16.0,98.265,31.232,42.845,24.188,HAM,2023,Bahrain
29.0,0 days 00:01:38.380000,0 days 00:00:31.319000,0 days 00:00:42.914000,0 days 00:00:24.147000,HARD,17.0,98.38,31.319,42.914,24.147,HAM,2023,Bahrain
30.0,0 days 00:01:41.175000,0 days 00:00:31.375000,0 days 00:00:42.964000,0 days 00:00:26.836000,HARD,18.0,101.175,31.375,42.964,26.836,HAM,2023,Bahrain
32.0,0 days 00:01:37.563000,0 days 00:00:30.795000,0 days 00:00:42.982000,0 days 00:00:23.786000,HARD,2.0,97.563,30.795,42.982,23.786,HAM,2023,Bahrain
33.0,0 days 00:01:37.549000,0 days 00:00:30.882000,0 days 00:00:42.999000,0 days 00:00:23.668000,HARD,3.0,97.549,30.882,42.999,23.668,HAM,2023,Bahrain
34.0,0 days 00:01:38.135000,0 days 00:00:30.810000,0 days 00:00:43.571000,0 days 00:00:23.754000,HARD,4.0,98.135,30.81,43.571,23.754,HAM,2023,Bahrain
35.0,0 days 00:01:36.831000,0 days 00:00:30.798000,0 days 00:00:42.403000,0 days 00:00:23.630000,HARD,5.0,96.831,30.798,42.403,23.63,HAM,2023,Bahrain
36.0,0 days 00:01:36.546000,0 days 00:00:30.869000,0 days 00:00:42.013000,0 days 00:00:23.664000,HARD,6.0,96.546,30.869,42.013,23.664,HAM,2023,Bahrain
37.0,0 days 00:01:37.388000,0 days 00:00:31.413000,0 days 00:00:42.243000,0 days 00:00:23.732000,HARD,7.0,97.388,31.413,42.243,23.732,HAM,2023,Bahrain
38.0,0 days 00:01:38.304000,0 days 00:00:31.050000,0 days 00:00:43.267000,0 days 00:00:23.987000,HARD,8.0,98.304,31.05,43.267,23.987,HAM,2023,Bahrain
39.0,0 days 00:01:37.478000,0 days 00:00:30.837000,0 days 00:00:42.719000,0 days 00:00:23.922000,HARD,9.0,97.478,30.837,42.719,23.922,HAM,2023,Bahrain
40.0,0 days 00:01:37.494000,0 days 00:00:30.768000,0 days 00:00:42.806000,0 days 00:00:23.920000,HARD,10.0,97.494,30.768,42.806,23.92,HAM,2023,Bahrain
42.0,0 days 00:01:37.061000,0 days 00:00:30.924000,0 days 00:00:42.354000,0 days 00:00:23.783000,HARD,12.0,97.061,30.924,42.354,23.783,HAM,2023,Bahrain
43.0,0 days 00:01:37.111000,0 days 00:00:30.890000,0 days 00:00:42.235000,0 days 00:00:23.986000,HARD,13.0,97.111,30.89,42.235,23.986,HAM,2023,Bahrain
44.0,0 days 00:01:37.048000,0 days 00:00:30.807000,0 days 00:00:42.353000,0 days 00:00:23.888000,HARD,14.0,97.048,30.807,42.353,23.888,HAM,2023,Bahrain
45.0,0 days 00:01:37.661000,0 days 00:00:30.902000,0 days 00:00:42.666000,0 days 00:00:24.093000,HARD,15.0,97.661,30.902,42.666,24.093,HAM,2023,Bahrain
46.0,0 days 00:01:37.779000,0 days 00:00:30.898000,0 days 00:00:42.786000,0 days 00:00:24.095000,HARD,16.0,97.779,30.898,42.786,24.095,HAM,2023,Bahrain
47.0,0 days 00:01:38.517000,0 days 00:00:31.320000,0 days 00:00:43.157000,0 days 00:00:24.040000,HARD,17.0,98.517,31.32,43.157,24.04,HAM,2023,Bahrain
48.0,0 days 00:01:37.844000,0 days 00:00:30.882000,0 days 00:00:42.772000,0 days 00:00:24.190000,HARD,18.0,97.844,30.882,42.772,24.19,HAM,2023,Bahrain
49.0,0 days 00:01:37.954000,0 days 00:00:30.947000,0 days 00:00:42.945000,0 days 00:00:24.062000,HARD,19.0,97.954,30.947,42.945,24.062,HAM,2023,Bahrain
50.0,0 days 00:01:37.770000,0 days 00:00:30.824000,0 days 00:00:42.711000,0 days 00:00:24.235000,HARD,20.0,97.77,30.824,42.711,24.235,HAM,2023,Bahrain
51.0,0 days 00:01:38.014000,0 days 00:00:31.154000,0 days 00:00:42.759000,0 days 00:00:24.101000,HARD,21.0,98.014,31.154,42.759,24.101,HAM,2023,Bahrain
52.0,0 days 00:01:37.803000,0 days 00:00:31.107000,0 days 00:00:42.690000,0 days 00:00:24.006000,HARD,22.0,97.803,31.107,42.69,24.006,HAM,2023,Bahrain
53.0,0 days 00:01:37.988000,0 days 00:00:31.100000,0 days 00:00:42.853000,0 days 00:00:24.035000,HARD,23.0,97.988,31.1,42.853,24.035,HAM,2023,Bahrain
54.0,0 days 00:01:38.076000,0 days 00:00:31.140000,0 days 00:00:42.838000,0 days 00:00:24.098000,HARD,24.0,98.076,31.14,42.838,24.098,HAM,2023,Bahrain
55.0,0 days 00:01:37.955000,0 days 00:00:31.131000,0 days 00:00:42.775000,0 days 00:00:24.049000,HARD,25.0,97.955,31.131,42.775,24.049,HAM,2023,Bahrain
56.0,0 days 00:01:38.111000,0 days 00:00:31.227000,0 days 00:00:42.824000,0 days 00:00:24.060000,HARD,26.0,98.111,31.227,42.824,24.06,HAM,2023,Bahrain
57.0,0 days 00:01:38.255000,0 days 00:00:31.166000,0 days 00:00:42.890000,0 days 00:00:24.199000,HARD,27.0,98.255,31.166,42.89,24.199,HAM,2023,Bahrain
2.0,0 days 00:01:40.433000,0 days 00:00:31.867000,0 days 00:00:43.830000,0 days 00:00:24.736000,SOFT,2.0,100.433,31.867,43.83,24.736,NOR,2023,Bahrain
3.0,0 days 00:01:39.777000,0 days 00:00:31.627000,0 days 00:00:43.448000,0 days 00:00:24.702000,SOFT,3.0,99.777,31.627,43.448,24.702,NOR,2023,Bahrain
5.0,0 days 00:01:40.664000,0 days 00:00:32.022000,0 days 00:00:43.875000,0 days 00:00:24.767000,SOFT,5.0,100.664,32.022,43.875,24.767,NOR,2023,Bahrain
6.0,0 days 00:01:40.814000,0 days 00:00:31.980000,0 days 00:00:44.010000,0 days 00:00:24.824000,SOFT,6.0,100.814,31.98,44.01,24.824,NOR,2023,Bahrain
7.0,0 days 00:01:40.726000,0 days 00:00:31.923000,0 days 00:00:43.890000,0 days 00:00:24.913000,SOFT,7.0,100.726,31.923,43.89,24.913,NOR,2023,Bahrain
8.0,0 days 00:01:40.857000,0 days 00:00:32.024000,0 days 00:00:43.869000,0 days 00:00:24.964000,SOFT,8.0,100.857,32.024,43.869,24.964,NOR,2023,Bahrain
