LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,LapTimeSec,Sector1Sec,Sector2Sec,Sector3Sec,Driver,Year,GP
68.0,0 days 00:01:16.082000,0 days 00:00:19.824000,0 days 00:00:35.719000,0 days 00:00:20.539000,HARD,67.0,76.082,19.824,35.719,20.539,LEC,2024,Monaco
69.0,0 days 00:01:16.373000,0 days 00:00:20.074000,0 days 00:00:35.848000,0 days 00:00:20.451000,HARD,68.0,76.373,20.074,35.848,20.451,LEC,2024,Monaco
70.0,0 days 00:01:15.767000,0 days 00:00:19.928000,0 days 00:00:35.516000,0 days 00:00:20.323000,HARD,69.0,75.767,19.928,35.516,20.323,LEC,2024,Monaco
71.0,0 days 00:01:15.162000,0 days 00:00:19.719000,0 days 00:00:35.501000,0 days 00:00:19.942000,HARD,70.0,75.162,19.719,35.501,19.942,LEC,2024,Monaco
72.0,0 days 00:01:15.547000,0 days 00:00:19.716000,0 days 00:00:35.511000,0 days 00:00:20.320000,HARD,71.0,75.547,19.716,35.511,20.32,LEC,2024,Monaco
73.0,0 days 00:01:16.219000,0 days 00:00:19.958000,0 days 00:00:35.883000,0 days 00:00:20.378000,HARD,72.0,76.219,19.958,35.883,20.378,LEC,2024,Monaco
74.0,0 days 00:01:16.105000,0 days 00:00:19.924000,0 days 00:00:35.853000,0 days 00:00:20.328000,HARD,73.0,76.105,19.924,35.853,20.328,LEC,2024,Monaco
75.0,0 days 00:01:16.387000,0 days 00:00:19.840000,0 days 00:00:36.038000,0 days 00:00:20.509000,HARD,74.0,76.387,19.84,36.038,20.509,LEC,2024,Monaco
76.0,0 days 00:01:16.808000,0 days 00:00:20.175000,0 days 00:00:36.346000,0 days 00:00:20.287000,HARD,75.0,76.808,20.175,36.346,20.287,LEC,2024,Monaco
77.0,0 days 00:01:16.933000,0 days 00:00:20.067000,0 days 00:00:36.196000,0 days 00:00:20.670000,HARD,76.0,76.933,20.067,36.196,20.67,LEC,2024,Monaco
78.0,0 days 00:01:18.636000,0 days 00:00:20.278000,0 days 00:00:36.319000,0 days 00:00:22.039000,HARD,77.0,78.636,20.278,36.319,22.039,LEC,2024,Monaco
23.0,0 days 00:01:19.089000,0 days 00:00:21.281000,0 days 00:00:36.887000,0 days 00:00:20.921000,MEDIUM,22.0,79.089,21.281,36.887,20.921,HAM,2024,Monaco
24.0,0 days 00:01:18.785000,0 days 00:00:20.850000,0 days 00:00:36.635000,0 days 00:00:21.300000,MEDIUM,23.0,78.785,20.85,36.635,21.3,HAM,2024,Monaco
25.0,0 days 00:01:19.342000,0 days 00:00:21.045000,0 days 00:00:36.894000,0 days 00:00:21.403000,MEDIUM,24.0,79.342,21.045,36.894,21.403,HAM,2024,Monaco
27.0,0 days 00:01:18.549000,0 days 00:00:20.906000,0 days 00:00:36.554000,0 days 00:00:21.089000,MEDIUM,26.0,78.549,20.906,36.554,21.089,HAM,2024,Monaco
28.0,0 days 00:01:18.587000,0 days 00:00:21.112000,0 days 00:00:36.631000,0 days 00:00:20.844000,MEDIUM,27.0,78.587,21.112,36.631,20.844,HAM,2024,Monaco
29.0,0 days 00:01:18.940000,0 days 00:00:21.157000,0 days 00:00:36.794000,0 days 00:00:20.989000,MEDIUM,28.0,78.94,21.157,36.794,20.989,HAM,2024,Monaco
30.0,0 days 00:01:18.371000,0 days 00:00:20.782000,0 days 00:00:36.586000,0 days 00:00:21.003000,MEDIUM,29.0,78.371,20.782,36.586,21.003,HAM,2024,Monaco
31.0,0 days 00:01:18.471000,0 days 00:00:21.051000,0 days 00:00:36.534000,0 days 00:00:20.886000,MEDIUM,30.0,78.471,21.051,36.534,20.886,HAM,2024,Monaco
32.0,0 days 00:01:18.618000,0 days 00:00:20.974000,0 days 00:00:36.599000,0 days 00:00:21.045000,MEDIUM,31.0,78.618,20.974,36.599,21.045,HAM,2024,Monaco
33.0,0 days 00:01:18.746000,0 days 00:00:20.940000,0 days 00:00:36.588000,0 days 00:00:21.218000,MEDIUM,32.0,78.746,20.94,36.588,21.218,HAM,2024,Monaco
34.0,0 days 00:01:18.860000,0 days 00:00:21.143000,0 days 00:00:36.668000,0 days 00:00:21.049000,MEDIUM,33.0,78.86,21.143,36.668,21.049,HAM,2024,Monaco
37.0,0 days 00:01:18.605000,0 days 00:00:21.010000,0 days 00:00:36.681000,0 days 00:00:20.914000,MEDIUM,36.0,78.605,21.01,36.681,20.914,HAM,2024,Monaco
39.0,0 days 00:01:18.943000,0 days 00:00:20.953000,0 days 00:00:36.947000,0 days 00:00:21.043000,MEDIUM,38.0,78.943,20.953,36.947,21.043,HAM,2024,Monaco
40.0,0 days 00:01:18.673000,0 days 00:00:20.940000,0 days 00:00:36.732000,0 days 00:00:21.001000,MEDIUM,39.0,78.673,20.94,36.732,21.001,HAM,2024,Monaco
41.0,0 days 00:01:18.946000,0 days 00:00:21.003000,0 days 00:00:36.721000,0 days 00:00:21.222000,MEDIUM,40.0,78.946,21.003,36.721,21.222,HAM,2024,Monaco
42.0,0 days 00:01:17.542000,0 days 00:00:20.703000,0 days 00:00:36.110000,0 days 00:00:20.729000,MEDIUM,41.0,77.542,20.703,36.11,20.729,HAM,2024,Monaco
43.0,0 days 00:01:17.867000,0 days 00:00:20.754000,0 days 00:00:36.418000,0 days 00:00:20.695000,MEDIUM,42.0,77.867,20.754,36.418,20.695,HAM,2024,Monaco
44.0,0 days 00:01:18.225000,0 days 00:00:20.803000,0 days 00:00:36.511000,0 days 00:00:20.911000,MEDIUM,43.0,78.225,20.803,36.511,20.911,HAM,2024,Monaco
45.0,0 days 00:01:18.156000,0 days 00:00:20.583000,0 days 00:00:36.597000,0 days 00:00:20.976000,MEDIUM,44.0,78.156,20.583,36.597,20.976,HAM,2024,Monaco
46.0,0 days 00:01:18.104000,0 days 00:00:20.745000,0 days 00:00:36.466000,0 days 00:00:20.893000,MEDIUM,45.0,78.104,20.745,36.466,20.893,HAM,2024,Monaco
47.0,0 days 00:01:18.331000,0 days 00:00:20.748000,0 days 00:00:36.783000,0 days 00:00:20.800000,MEDIUM,46.0,78.331,20.748,36.783,20.8,HAM,2024,Monaco
48.0,0 days 00:01:17.831000,0 days 00:00:20.802000,0 days 00:00:36.424000,0 days 00:00:20.605000,MEDIUM,47.0,77.831,20.802,36.424,20.605,HAM,2024,Monaco
49.0,0 days 00:01:17.398000,0 days 00:00:20.468000,0 days 00:00:36.146000,0 days 00:00:20.784000,MEDIUM,48.0,77.398,20.468,36.146,20.784,HAM,2024,Monaco
50.0,0 days 00:01:18.461000,0 days 00:00:20.737000,0 days 00:00:36.831000,0 days 00:00:20.893000,MEDIUM,49.0,78.461,20.737,36.831,20.893,HAM,2024,Monaco
53.0,0 days 00:01:16.458000,0 days 00:00:20.151000,0 days 00:00:35.889000,0 days 00:00:20.418000,HARD,3.0,76.458,20.151,35.889,20.418,HAM,2024,Monaco
54.0,0 days 00:01:16.388000,0 days 00:00:20.026000,0 days 00:00:35.636000,0 days 00:00:20.726000,HARD,4.0,76.388,20.026,35.636,20.726,HAM,2024,Monaco
55.0,0 days 00:01:16.492000,0 days 00:00:20.727000,0 days 00:00:35.648000,0 days 00:00:20.117000,HARD,5.0,76.492,20.727,35.648,20.117,HAM,2024,Monaco
56.0,0 days 00:01:14.423000,0 days 00:00:19.485000,0 days 00:00:35.057000,0 days 00:00:19.881000,HARD,6.0,74.423,19.485,35.057,19.881,HAM,2024,Monaco
57.0,0 days 00:01:17.857000,0 days 00:00:20.896000,0 days 00:00:36.389000,0 days 00:00:20.572000,HARD,7.0,77.857,20.896,36.389,20.572,HAM,2024,Monaco
58.0,0 days 00:01:16.855000,0 days 00:00:20.302000,0 days 00:00:36.102000,0 days 00:00:20.451000,HARD,8.0,76.855,20.302,36.102,20.451,HAM,2024,Monaco
59.0,0 days 00:01:14.204000,0 days 00:00:19.662000,0 days 00:00:34.842000,0 days 00:00:19.700000,HARD,9.0,74.204,19.662,34.842,19.7,HAM,2024,Monaco
60.0,0 days 00:01:15.848000,0 days 00:00:20.036000,0 days 00:00:35.591000,0 days 00:00:20.221000,HARD,10.0,75.848,20.036,35.591,20.221,HAM,2024,Monaco
61.0,0 days 00:01:15.274000,0 days 00:00:19.975000,0 days 00:00:35.321000,0 days 00:00:19.978000,HARD,11.0,75.274,19.975,35.321,19.978,HAM,2024,Monaco
62.0,0 days 00:01:15.414000,0 days 00:00:19.845000,0 days 00:00:35.580000,0 days 00:00:19.989000,HARD,12.0,75.414,19.845,35.58,19.989,HAM,2024,Monaco
63.0,0 days 00:01:14.165000,0 days 00:00:19.548000,0 days 00:00:34.854000,0 days 00:00:19.763000,HARD,13.0,74.165,19.548,34.854,19.763,HAM,2024,Monaco
64.0,0 days 00:01:16.164000,0 days 00:00:20.070000,0 days 00:00:35.964000,0 days 00:00:20.130000,HARD,14.0,76.164,20.07,35.964,20.13,HAM,2024,Monaco
65.0,0 days 00:01:15.190000,0 days 00:00:19.749000,0 days 00:00:35.463000,0 days 00:00:19.978000,HARD,15.0,75.19,19.749,35.463,19.978,HAM,2024,Monaco
66.0,0 days 00:01:15.342000,0 days 00:00:19.790000,0 days 00:00:35.241000,0 days 00:00:20.311000,HARD,16.0,75.342,19.79,35.241,20.311,HAM,2024,Monaco
67.0,0 days 00:01:16.117000,0 days 00:00:20.133000,0 days 00:00:35.744000,0 days 00:00:20.240000,HARD,17.0,76.117,20.133,35.744,20.24,HAM,2024,Monaco
68.0,0 days 00:01:15.836000,0 days 00:00:19.970000,0 days 00:00:35.592000,0 days 00:00:20.274000,HARD,18.0,75.836,19.97,35.592,20.274,HAM,2024,Monaco
69.0,0 days 00:01:15.648000,0 days 00:00:19.914000,0 days 00:00:35.491000,0 days 00:00:20.243000,HARD,19.0,75.648,19.914,35.491,20.243,HAM,2024,Monaco
70.0,0 days 00:01:15.638000,0 days 00:00:19.925000,0 days 00:00:35.469000,0 days 00:00:20.244000,HARD,20.0,75.638,19.925,35.469,20.244,HAM,2024,Monaco
71.0,0 days 00:01:15.643000,0 days 00:00:19.857000,0 days 00:00:35.584000,0 days 00:00:20.202000,HARD,21.0,75.643,19.857,35.584,20.202,HAM,2024,Monaco
72.0,0 days 00:01:15.468000,0 days 00:00:19.801000,0 days 00:00:35.562000,0 days 00:00:20.105000,HARD,22.0,75.468,19.801,35.562,20.105,HAM,2024,Monaco
73.0,0 days 00:01:15.134000,0 days 00:00:19.609000,0 days 00:00:35.432000,0 days 00:00:20.093000,HARD,23.0,75.134,19.609,35.432,20.093,HAM,2024,Monaco
74.0,0 days 00:01:15.324000,0 days 00:00:19.761000,0 days 00:00:35.473000,0 days 00:00:20.090000,HARD,24.0,75.324,19.761,35.473,20.09,HAM,2024,Monaco
75.0,0 days 00:01:15.324000,0 days 00:00:19.645000,0 days 00:00:35.508000,0 days 00:00:20.171000,HARD,25.0,75.324,19.645,35.508,20.171,HAM,2024,Monaco
76.0,0 days 00:01:15.245000,0 days 00:00:19.676000,0 days 00:00:35.493000,0 days 00:00:20.076000,HARD,26.0,75.245,19.676,35.493,20.076,HAM,2024,Monaco
77.0,0 days 00:01:15.697000,0 days 00:00:19.854000,0 days 00:00:35.590000,0 days 00:00:20.253000,HARD,27.0,75.697,19.854,35.59,20.253,HAM,2024,Monaco
78.0,0 days 00:01:16.355000,0 days 00:00:19.818000,0 days 00:00:35.947000,0 days 00:00:20.590000,HARD,28.0,76.355,19.818,35.947,20.59,HAM,2024,Monaco
7.0,0 days 00:01:20.828000,0 days 00:00:21.045000,0 days 00:00:37.917000,0 days 00:00:21.866000,HARD,7.0,80.828,21.045,37.917,21.866,NOR,2024,Monaco
8.0,0 days 00:01:20.820000,0 days 00:00:21.342000,0 days 00:00:37.851000,0 days 00:00:21.627000,HARD,8.0,80.82,21.342,37.851,21.627,NOR,2024,Monaco
9.0,0 days 00:01:20.397000,0 days 00:00:20.935000,0 days 00:00:37.902000,0 days 00:00:21.560000,HARD,9.0,80.397,20.935,37.902,21.56,NOR,2024,Monaco
10.0,0 days 00:01:20.972000,0 days 00:00:21.081000,0 days 00:00:37.960000,0 days 00:00:21.931000,HARD,10.0,80.972,21.081,37.96,21.931,NOR,2024,Monaco
11.0,0 days 00:01:20.870000,0 days 00:00:21.308000,0 days 00:00:37.856000,0 days 00:00:21.706000,HARD,11.0,80.87,21.308,37.856,21.706,NOR,2024,Monaco
12.0,0 days 00:01:19.933000,0 days 00:00:20.747000,0 days 00:00:37.678000,0 days 00:00:21.508000,HARD,12.0,79.933,20.747,37.678,21.508,NOR,2024,Monaco
13.0,0 days 00:01:19.820000,0 days 00:00:20.879000,0 days 00:00:37.484000,0 days 00:00:21.457000,HARD,13.0,79.82,20.879,37.484,21.457,NOR,2024,Monaco
14.0,0 days 00:01:19.385000,0 days 00:00:20.774000,0 days 00:00:37.244000,0 days 00:00:21.367000,HARD,14.0,79.385,20.774,37.244,21.367,NOR,2024,Monaco
15.0,0 days 00:01:19.775000,0 days 00:00:20.813000,0 days 00:00:37.537000,0 days 00:00:21.425000,HARD,15.0,79.775,20.813,37.537,21.425,NOR,2024,Monaco
16.0,0 days 00:01:19.637000,0 days 00:00:20.805000,0 days 00:00:37.435000,0 days 00:00:21.397000,HARD,16.0,79.637,20.805,37.435,21.397,NOR,2024,Monaco
17.0,0 days 00:01:20.337000,0 days 00:00:20.956000,0 days 00:00:37.623000,0 days 00:00:21.758000,HARD,17.0,80.337,20.956,37.623,21.758,NOR,2024,Monaco
18.0,0 days 00:01:19.398000,0 days 00:00:20.673000,0 days 00:00:37.371000,0 days 00:00:21.354000,HARD,18.0,79.398,20.673,37.371,21.354,NOR,2024,Monaco
19.0,0 days 00:01:19.280000,0 days 00:00:21.015000,0 days 00:00:37.162000,0 days 00:00:21.103000,HARD,19.0,79.28,21.015,37.162,21.103,NOR,2024,Monaco
20.0,0 days 00:01:19.043000,0 days 00:00:20.623000,0 days 00:00:37.094000,0 days 00:00:21.326000,HARD,20.0,79.043,20.623,37.094,21.326,NOR,2024,Monaco
21.0,0 days 00:01:18.983000,0 days 00:00:20.637000,0 days 00:00:37.096000,0 days 00:00:21.250000,HARD,21.0,78.983,20.637,37.096,21.25,NOR,2024,Monaco
22.0,0 days 00:01:18.981000,0 days 00:00:20.655000,0 days 00:00:37.155000,0 days 00:00:21.171000,HARD,22.0,78.981,20.655,37.155,21.171,NOR,2024,Monaco
23.0,0 days 00:01:19.194000,0 days 00:00:20.562000,0 days 00:00:37.375000,0 days 00:00:21.257000,HARD,23.0,79.194,20.562,37.375,21.257,NOR,2024,Monaco
24.0,0 days 00:01:18.699000,0 days 00:00:20.670000,0 days 00:00:37.148000,0 days 00:00:20.881000,HARD,24.0,78.699,20.67,37.148,20.881,NOR,2024,Monaco
25.0,0 days 00:01:18.640000,0 days 00:00:20.520000,0 days 00:00:37.044000,0 days 00:00:21.076000,HARD,25.0,78.64,20.52,37.044,21.076,NOR,2024,Monaco
26.0,0 days 00:01:18.396000,0 days 00:00:20.574000,0 days 00:00:36.881000,0 days 00:00:20.941000,HARD,26.0,78.396,20.574,36.881,20.941,NOR,2024,Monaco
27.0,0 days 00:01:18.720000,0 days 00:00:20.559000,0 days 00:00:37.023000,0 days 00:00:21.138000,HARD,27.0,78.72,20.559,37.023,21.138,NOR,2024,Monaco
28.0,0 days 00:01:19.238000,0 days 00:00:20.840000,0 days 00:00:37.076000,0 days 00:00:21.322000,HARD,28.0,79.238,20.84,37.076,21.322,NOR,2024,Monaco
29.0,0 days 00:01:18.766000,0 days 00:00:20.681000,0 days 00:00:37.135000,0 days 00:00:20.950000,HARD,29.0,78.766,20.681,37.135,20.95,NOR,2024,Monaco
30.0,0 days 00:01:18.403000,0 days 00:00:20.443000,0 days 00:00:36.930000,0 days 00:00:21.030000,HARD,30.0,78.403,20.443,36.93,21.03,NOR,2024,Monaco
31.0,0 days 00:01:18.780000,0 days 00:00:20.564000,0 days 00:00:36.989000,0 days 00:00:21.227000,HARD,31.0,78.78,20.564,36.989,21.227,NOR,2024,Monaco
32.0,0 days 00:01:19.538000,0 days 00:00:20.794000,0 days 00:00:37.452000,0 days 00:00:21.292000,HARD,32.0,79.538,20.794,37.452,21.292,NOR,2024,Monaco
33.0,0 days 00:01:19.233000,0 days 00:00:20.787000,0 days 00:00:37.216000,0 days 00:00:21.230000,HARD,33.0,79.233,20.787,37.216,21.23,NOR,2024,Monaco
34.0,0 days 00:01:19.243000,0 days 00:00:20.654000,0 days 00:00:37.460000,0 days 00:00:21.129000,HARD,34.0,79.243,20.654,37.46,21.129,NOR,2024,Monaco
35.0,0 days 00:01:18.714000,0 days 00:00:20.645000,0 days 00:00:37.042000,0 days 00:00:21.027000,HARD,35.0,78.714,20.645,37.042,21.027,NOR,2024,Monaco
36.0,0 days 00:01:18.582000,0 days 00:00:20.515000,0 days 00:00:36.884000,0 days 00:00:21.183000,HARD,36.0,78.582,20.515,36.884,21.183,NOR,2024,Monaco
37.0,0 days 00:01:17.958000,0 days 00:00:20.529000,0 days 00:00:36.582000,0 days 00:00:20.847000,HARD,37.0,77.958,20.529,36.582,20.847,NOR,2024,Monaco
38.0,0 days 00:01:17.994000,0 days 00:00:20.448000,0 days 00:00:36.698000,0 days 00:00:20.848000,HARD,38.0,77.994,20.448,36.698,20.848,NOR,2024,Monaco
39.0,0 days 00:01:18.303000,0 days 00:00:20.503000,0 days 00:00:36.943000,0 days 00:00:20.857000,HARD,39.0,78.303,20.503,36.943,20.857,NOR,2024,Monaco
40.0,0 days 00:01:18.824000,0 days 00:00:20.624000,0 days 00:00:37.212000,0 days 00:00:20.988000,HARD,40.0,78.824,20.624,37.212,20.988,NOR,2024,Monaco
41.0,0 days 00:01:18.519000,0 days 00:00:20.620000,0 days 00:00:36.852000,0 days 00:00:21.047000,HARD,41.0,78.519,20.62,36.852,21.047,NOR,2024,Monaco
42.0,0 days 00:01:19.436000,0 days 00:00:20.641000,0 days 00:00:37.424000,0 days 00:00:21.371000,HARD,42.0,79.436,20.641,37.424,21.371,NOR,2024,Monaco
43.0,0 days 00:01:19.796000,0 days 00:00:21.634000,0 days 00:00:37.118000,0 days 00:00:21.044000,HARD,43.0,79.796,21.634,37.118,21.044,NOR,2024,Monaco
44.0,0 days 00:01:18.906000,0 days 00:00:20.681000,0 days 00:00:37.207000,0 days 00:00:21.018000,HARD,44.0,78.906,20.681,37.207,21.018,NOR,2024,Monaco
45.0,0 days 00:01:17.897000,0 days 00:00:20.452000,0 days 00:00:36.759000,0 days 00:00:20.686000,HARD,45.0,77.897,20.452,36.759,20.686,NOR,2024,Monaco
46.0,0 days 00:01:18.215000,0 days 00:00:20.386000,0 days 00:00:36.887000,0 days 00:00:20.942000,HARD,46.0,78.215,20.386,36.887,20.942,NOR,2024,Monaco
47.0,0 days 00:01:18.141000,0 days 00:00:20.326000,0 days 00:00:36.968000,0 days 00:00:20.847000,HARD,47.0,78.141,20.326,36.968,20.847,NOR,2024,Monaco
48.0,0 days 00:01:17.975000,0 days 00:00:20.359000,0 days 00:00:36.876000,0 days 00:00:20.740000,HARD,48.0,77.975,20.359,36.876,20.74,NOR,2024,Monaco
49.0,0 days 00:01:18.177000,0 days 00:00:20.308000,0 days 00:00:36.873000,0 days 00:00:20.996000,HARD,49.0,78.177,20.308,36.873,20.996,NOR,2024,Monaco
50.0,0 days 00:01:18.218000,0 days 00:00:20.358000,0 days 00:00:36.795000,0 days 00:00:21.065000,HARD,50.0,78.218,20.358,36.795,21.065,NOR,2024,Monaco
51.0,0 days 00:01:17.772000,0 days 00:00:20.602000,0 days 00:00:36.511000,0 days 00:00:20.659000,HARD,51.0,77.772,20.602,36.511,20.659,NOR,2024,Monaco
52.0,0 days 00:01:18.223000,0 days 00:00:20.309000,0 days 00:00:36.901000,0 days 00:00:21.013000,HARD,52.0,78.223,20.309,36.901,21.013,NOR,2024,Monaco
53.0,0 days 00:01:17.570000,0 days 00:00:20.228000,0 days 00:00:36.625000,0 days 00:00:20.717000,HARD,53.0,77.57,20.228,36.625,20.717,NOR,2024,Monaco
54.0,0 days 00:01:17.838000,0 days 00:00:20.436000,0 days 00:00:36.848000,0 days 00:00:20.554000,HARD,54.0,77.838,20.436,36.848,20.554,NOR,2024,Monaco
55.0,0 days 00:01:18.382000,0 days 00:00:20.468000,0 days 00:00:36.569000,0 days 00:00:21.345000,HARD,55.0,78.382,20.468,36.569,21.345,NOR,2024,Monaco
56.0,0 days 00:01:18.155000,0 days 00:00:20.564000,0 days 00:00:36.639000,0 days 00:00:20.952000,HARD,56.0,78.155,20.564,36.639,20.952,NOR,2024,Monaco
57.0,0 days 00:01:17.815000,0 days 00:00:20.436000,0 days 00:00:36.710000,0 days 00:00:20.669000,HARD,57.0,77.815,20.436,36.71,20.669,NOR,2024,Monaco
58.0,0 days 00:01:17.395000,0 days 00:00:20.149000,0 days 00:00:36.565000,0 days 00:00:20.681000,HARD,58.0,77.395,20.149,36.565,20.681,NOR,2024,Monaco
59.0,0 days 00:01:17.122000,0 days 00:00:20.101000,0 days 00:00:36.446000,0 days 00:00:20.575000,HARD,59.0,77.122,20.101,36.446,20.575,NOR,2024,Monaco
60.0,0 days 00:01:16.695000,0 days 00:00:20.115000,0 days 00:00:36.273000,0 days 00:00:20.307000,HARD,60.0,76.695,20.115,36.273,20.307,NOR,2024,Monaco
61.0,0 days 00:01:17.614000,0 days 00:00:20.212000,0 days 00:00:36.655000,0 days 00:00:20.747000,HARD,61.0,77.614,20.212,36.655,20.747,NOR,2024,Monaco
62.0,0 days 00:01:16.026000,0 days 00:00:20.070000,0 days 00:00:35.877000,0 days 00:00:20.079000,HARD,62.0,76.026,20.07,35.877,20.079,NOR,2024,Monaco
63.0,0 days 00:01:16.876000,0 days 00:00:19.861000,0 days 00:00:36.420000,0 days 00:00:20.595000,HARD,63.0,76.876,19.861,36.42,20.595,NOR,2024,Monaco
64.0,0 days 00:01:15.742000,0 days 00:00:19.893000,0 days 00:00:35.837000,0 days 00:00:20.012000,HARD,64.0,75.742,19.893,35.837,20.012,NOR,2024,Monaco
65.0,0 days 00:01:17.143000,0 days 00:00:20.020000,0 days 00:00:36.521000,0 days 00:00:20.602000,HARD,65.0,77.143,20.02,36.521,20.602,NOR,2024,Monaco
66.0,0 days 00:01:16.214000,0 days 00:00:19.996000,0 days 00:00:36.010000,0 days 00:00:20.208000,HARD,66.0,76.214,19.996,36.01,20.208,NOR,2024,Monaco
67.0,0 days 00:01:16.115000,0 days 00:00:19.815000,0 days 00:00:35.946000,0 days 00:00:20.354000,HARD,67.0,76.115,19.815,35.946,20.354,NOR,2024,Monaco
68.0,0 days 00:01:16.172000,0 days 00:00:19.939000,0 days 00:00:35.981000,0 days 00:00:20.252000,HARD,68.0,76.172,19.939,35.981,20.252,NOR,2024,Monaco
69.0,0 days 00:01:16.314000,0 days 00:00:19.811000,0 days 00:00:36.121000,0 days 00:00:20.382000,HARD,69.0,76.314,19.811,36.121,20.382,NOR,2024,Monaco
70.0,0 days 00:01:17.213000,0 days 00:00:20.769000,0 days 00:00:36.312000,0 days 00:00:20.132000,HARD,70.0,77.213,20.769,36.312,20.132,NOR,2024,Monaco
71.0,0 days 00:01:16.609000,0 days 00:00:19.882000,0 days 00:00:36.249000,0 days 00:00:20.478000,HARD,71.0,76.609,19.882,36.249,20.478,NOR,2024,Monaco
72.0,0 days 00:01:16.801000,0 days 00:00:20.136000,0 days 00:00:36.204000,0 days 00:00:20.461000,HARD,72.0,76.801,20.136,36.204,20.461,NOR,2024,Monaco
73.0,0 days 00:01:16.285000,0 days 00:00:19.895000,0 days 00:00:35.987000,0 days 00:00:20.403000,HARD,73.0,76.285,19.895,35.987,20.403,NOR,2024,Monaco
74.0,0 days 00:01:16.429000,0 days 00:00:19.859000,0 days 00:00:36.285000,0 days 00:00:20.285000,HARD,74.0,76.429,19.859,36.285,20.285,NOR,2024,Monaco
75.0,0 days 00:01:16.517000,0 days 00:00:19.886000,0 days 00:00:36.194000,0 days 00:00:20.437000,HARD,75.0,76.517,19.886,36.194,20.437,NOR,2024,Monaco
76.0,0 days 00:01:16.671000,0 days 00:00:19.986000,0 days 00:00:36.421000,0 days 00:00:20.264000,HARD,76.0,76.671,19.986,36.421,20.264,NOR,2024,Monaco
77.0,0 days 00:01:16.512000,0 days 00:00:19.842000,0 days 00:00:36.153000,0 days 00:00:20.517000,HARD,77.0,76.512,19.842,36.153,20.517,NOR,2024,Monaco
78.0,0 days 00:01:17.296000,0 days 00:00:20.080000,0 days 00:00:36.740000,0 days 00:00:20.476000,HARD,78.0,77.296,20.08,36.74,20.476,NOR,2024,Monaco
14.0,0 days 00:01:19.480000,0 days 00:00:20.800000,0 days 00:00:36.990000,0 days 00:00:21.690000,HARD,13.0,79.48,20.8,36.99,21.69,SAI,2024,Monaco
15.0,0 days 00:01:19.543000,0 days 00:00:21.023000,0 days 00:00:37.364000,0 days 00:00:21.156000,HARD,14.0,79.543,21.023,37.364,21.156,SAI,2024,Monaco
18.0,0 days 00:01:19.177000,0 days 00:00:20.684000,0 days 00:00:37.263000,0 days 00:00:21.230000,HARD,17.0,79.177,20.684,37.263,21.23,SAI,2024,Monaco
19.0,0 days 00:01:19.445000,0 days 00:00:20.957000,0 days 00:00:37.056000,0 days 00:00:21.432000,HARD,18.0,79.445,20.957,37.056,21.432,SAI,2024,Monaco
20.0,0 days 00:01:19.403000,0 days 00:00:20.741000,0 days 00:00:37.525000,0 days 00:00:21.137000,HARD,19.0,79.403,20.741,37.525,21.137,SAI,2024,Monaco
21.0,0 days 00:01:18.917000,0 days 00:00:20.528000,0 days 00:00:36.940000,0 days 00:00:21.449000,HARD,20.0,78.917,20.528,36.94,21.449,SAI,2024,Monaco
22.0,0 days 00:01:18.889000,0 days 00:00:20.713000,0 days 00:00:37.007000,0 days 00:00:21.169000,HARD,21.0,78.889,20.713,37.007,21.169,SAI,2024,Monaco
23.0,0 days 00:01:18.993000,0 days 00:00:20.638000,0 days 00:00:37.196000,0 days 00:00:21.159000,HARD,22.0,78.993,20.638,37.196,21.159,SAI,2024,Monaco
24.0,0 days 00:01:18.568000,0 days 00:00:20.629000,0 days 00:00:36.995000,0 days 00:00:20.944000,HARD,23.0,78.568,20.629,36.995,20.944,SAI,2024,Monaco
25.0,0 days 00:01:18.537000,0 days 00:00:20.608000,0 days 00:00:37.018000,0 days 00:00:20.911000,HARD,24.0,78.537,20.608,37.018,20.911,SAI,2024,Monaco
26.0,0 days 00:01:18.088000,0 days 00:00:20.525000,0 days 00:00:36.807000,0 days 00:00:20.756000,HARD,25.0,78.088,20.525,36.807,20.756,SAI,2024,Monaco
27.0,0 days 00:01:19.490000,0 days 00:00:20.585000,0 days 00:00:37.474000,0 days 00:00:21.431000,HARD,26.0,79.49,20.585,37.474,21.431,SAI,2024,Monaco
28.0,0 days 00:01:19.281000,0 days 00:00:20.863000,0 days 00:00:37.361000,0 days 00:00:21.057000,HARD,27.0,79.281,20.863,37.361,21.057,SAI,2024,Monaco
29.0,0 days 00:01:18.697000,0 days 00:00:20.751000,0 days 00:00:37.079000,0 days 00:00:20.867000,HARD,28.0,78.697,20.751,37.079,20.867,SAI,2024,Monaco
30.0,0 days 00:01:17.326000,0 days 00:00:20.109000,0 days 00:00:36.543000,0 days 00:00:20.674000,HARD,29.0,77.326,20.109,36.543,20.674,SAI,2024,Monaco
31.0,0 days 00:01:19.784000,0 days 00:00:20.766000,0 days 00:00:37.403000,0 days 00:00:21.615000,HARD,30.0,79.784,20.766,37.403,21.615,SAI,2024,Monaco
33.0,0 days 00:01:18.778000,0 days 00:00:20.462000,0 days 00:00:37.043000,0 days 00:00:21.273000,HARD,32.0,78.778,20.462,37.043,21.273,SAI,2024,Monaco
